Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.709
France,FRA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,22.7881959036788
France,FRA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
France,FRA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,78.58911692
France,FRA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
France,FRA,Gini index (World Bank estimate),SI.POV.GINI,..
France,FRA,Consumer price index (2010 = 100),FP.CPI.TOTL,110.04856675289
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,122.816302229722
France,FRA,"Population, total",SP.POP.TOTL,67248926
French Polynesia,PYF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.427
French Polynesia,PYF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,..
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,..
French Polynesia,PYF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.897
French Polynesia,PYF,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
French Polynesia,PYF,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
French Polynesia,PYF,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
French Polynesia,PYF,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
French Polynesia,PYF,Gini index (World Bank estimate),SI.POV.GINI,..
French Polynesia,PYF,Consumer price index (2010 = 100),FP.CPI.TOTL,..
French Polynesia,PYF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,79.3423295454545
French Polynesia,PYF,"Population, total",SP.POP.TOTL,279285
Gabon,GAB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.968
Gabon,GAB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,215.01914978
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,16874405839.7948
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,7766.99655422948
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.76782989501953
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.76836205
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.741
Gabon,GAB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Gabon,GAB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Gabon,GAB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Gabon,GAB,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Gabon,GAB,Gini index (World Bank estimate),SI.POV.GINI,..
Gabon,GAB,Consumer price index (2010 = 100),FP.CPI.TOTL,122.627926286455
Gabon,GAB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,8.43162960375674
Gabon,GAB,"Population, total",SP.POP.TOTL,2172578
"Gambia, The",GMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.073
"Gambia, The",GMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,29.72580338
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1812529104.61923
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,772.045914215139
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.87529993057251
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.82171082
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.931
"Gambia, The",GMB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
"Gambia, The",GMB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
"Gambia, The",GMB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,29.5908716
"Gambia, The",GMB,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
"Gambia, The",GMB,Gini index (World Bank estimate),SI.POV.GINI,..
"Gambia, The",GMB,Consumer price index (2010 = 100),FP.CPI.TOTL,172.730435584882
"Gambia, The",GMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,231.985770750988
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2347696
Georgia,GEO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.2
Georgia,GEO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,291.12203979
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,17477255562.2583
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,4697.98365238984
Georgia,GEO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.80864000320435
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.65744257
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.039
Georgia,GEO,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,28.9596606168389
Georgia,GEO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Georgia,GEO,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,34.72227577
Georgia,GEO,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Georgia,GEO,Gini index (World Bank estimate),SI.POV.GINI,35.9
Georgia,GEO,Consumer price index (2010 = 100),FP.CPI.TOTL,133.612466666667
Georgia,GEO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.5584411621094
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,65.0855698239966
Georgia,GEO,"Population, total",SP.POP.TOTL,3720161
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5440.25146484
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3888326788627.44
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,46794.8992915603
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.69724941
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.376
Germany,DEU,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,9.60016324848307
Germany,DEU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Germany,DEU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,97.11994168
Germany,DEU,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Germany,DEU,Gini index (World Bank estimate),SI.POV.GINI,..
Germany,DEU,Consumer price index (2010 = 100),FP.CPI.TOTL,112.854887342124
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,237.829761291431
Germany,DEU,"Population, total",SP.POP.TOTL,83092962
Ghana,GHA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.992
Ghana,GHA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,75.28166199
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,68337537815.7703
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2246.62557816432
Ghana,GHA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.41858864
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.707
Ghana,GHA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,18.6758515343191
Ghana,GHA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Ghana,GHA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,12.86554531
Ghana,GHA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Ghana,GHA,Gini index (World Bank estimate),SI.POV.GINI,..
Ghana,GHA,Consumer price index (2010 = 100),FP.CPI.TOTL,278.45173709811
Ghana,GHA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,133.681365913686
Ghana,GHA,"Population, total",SP.POP.TOTL,30417858
Gibraltar,GIB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Gibraltar,GIB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Gibraltar,GIB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Gibraltar,GIB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Gibraltar,GIB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Gibraltar,GIB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Gibraltar,GIB,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Gibraltar,GIB,Gini index (World Bank estimate),SI.POV.GINI,..
Gibraltar,GIB,Consumer price index (2010 = 100),FP.CPI.TOTL,..
Gibraltar,GIB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3370.6
Gibraltar,GIB,"Population, total",SP.POP.TOTL,33706
Greece,GRC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7.8
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1500.5949707
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,205144152830.847
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,19133.7577636254
Greece,GRC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.83788586
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.388
Greece,GRC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,29.4187182451246
Greece,GRC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Greece,GRC,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,90.94585502
Greece,GRC,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Greece,GRC,Gini index (World Bank estimate),SI.POV.GINI,..
Greece,GRC,Consumer price index (2010 = 100),FP.CPI.TOTL,101.949392140007
Greece,GRC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,83.1775174553918
Greece,GRC,"Population, total",SP.POP.TOTL,10721582
Greenland,GRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.1
Greenland,GRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2982247278.61577
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,53041.303310196
Greenland,GRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.052
Greenland,GRL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Greenland,GRL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Greenland,GRL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,91.88920622
Greenland,GRL,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Greenland,GRL,Gini index (World Bank estimate),SI.POV.GINI,..
Greenland,GRL,Consumer price index (2010 = 100),FP.CPI.TOTL,..
Greenland,GRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.136983798270191
Greenland,GRL,"Population, total",SP.POP.TOTL,56225
Grenada,GRD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.198
Grenada,GRD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,534.27441406
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1212694407.40741
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,10827.4352905074
Grenada,GRD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.96524
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.396
Grenada,GRD,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Grenada,GRD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Grenada,GRD,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Grenada,GRD,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Grenada,GRD,Gini index (World Bank estimate),SI.POV.GINI,..
Grenada,GRD,Consumer price index (2010 = 100),FP.CPI.TOTL,108.068831493402
Grenada,GRD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,329.417647058824
Grenada,GRD,"Population, total",SP.POP.TOTL,112002
Guam,GUM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.46
Guam,GUM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,6364000000
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,38040.5869870588
Guam,GUM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.859
Guam,GUM,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Guam,GUM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Guam,GUM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Guam,GUM,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Guam,GUM,Gini index (World Bank estimate),SI.POV.GINI,..
Guam,GUM,Consumer price index (2010 = 100),FP.CPI.TOTL,..
Guam,GUM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,309.805555555556
Guam,GUM,"Population, total",SP.POP.TOTL,167295
Guatemala,GTM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.21
Guatemala,GTM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,271.02127075
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,77020015201.3201
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,4638.63494319511
Guatemala,GTM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.19928002357483
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.21161032
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.439
Guatemala,GTM,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,17.4128250582118
Guatemala,GTM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Guatemala,GTM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Guatemala,GTM,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Guatemala,GTM,Gini index (World Bank estimate),SI.POV.GINI,..
Guatemala,GTM,Consumer price index (2010 = 100),FP.CPI.TOTL,142.921394880398
Guatemala,GTM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,154.946117954461
Guatemala,GTM,"Population, total",SP.POP.TOTL,16604026
Guinea,GIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.965
Guinea,GIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,43.03782272
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,13513809258.2131
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1058.14336817356
Guinea,GIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.84836995601654
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.98389959
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.5
Guinea,GIN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.7928635937324
Guinea,GIN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Guinea,GIN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Guinea,GIN,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Guinea,GIN,Gini index (World Bank estimate),SI.POV.GINI,..
Guinea,GIN,Consumer price index (2010 = 100),FP.CPI.TOTL,262.949889606886
Guinea,GIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,51.9747924466873
Guinea,GIN,"Population, total",SP.POP.TOTL,12771246
Guinea-Bissau,GNB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.559
Guinea-Bissau,GNB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,62.57557678
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1439638443.38133
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,749.453747028806
Guinea-Bissau,GNB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.94781994819641
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.34976101
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.777
Guinea-Bissau,GNB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Guinea-Bissau,GNB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Guinea-Bissau,GNB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,11.6411223
Guinea-Bissau,GNB,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Guinea-Bissau,GNB,Gini index (World Bank estimate),SI.POV.GINI,..
Guinea-Bissau,GNB,Consumer price index (2010 = 100),FP.CPI.TOTL,112.718072816065
Guinea-Bissau,GNB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,68.3114153627312
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1920917
Guyana,GUY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.723
Guyana,GUY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,325.88516235
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,5173760191.84652
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,6609.51127954588
Guyana,GUY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.93048668
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.689
Guyana,GUY,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Guyana,GUY,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Guyana,GUY,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Guyana,GUY,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Guyana,GUY,Gini index (World Bank estimate),SI.POV.GINI,..
Guyana,GUY,Consumer price index (2010 = 100),FP.CPI.TOTL,116.191475510903
Guyana,GUY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,3.97650495300991
Guyana,GUY,"Population, total",SP.POP.TOTL,782775
Haiti,HTI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.959
Haiti,HTI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,56.99440002
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,14785839382.9002
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1312.77063606676
Haiti,HTI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.72808981
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.192
Haiti,HTI,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,24.0093050932165
Haiti,HTI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Haiti,HTI,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Haiti,HTI,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Haiti,HTI,Gini index (World Bank estimate),SI.POV.GINI,..
Haiti,HTI,Consumer price index (2010 = 100),FP.CPI.TOTL,212.825312171362
Haiti,HTI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,408.674854862119
Haiti,HTI,"Population, total",SP.POP.TOTL,11263079
Honduras,HND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.337
Honduras,HND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,187.55433655
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,24915522849.1544
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2556.45689068459
Honduras,HND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.91284990310669
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.2839179
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.73
Honduras,HND,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.3971418354903
Honduras,HND,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Honduras,HND,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,49.31748103
Honduras,HND,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Honduras,HND,Gini index (World Bank estimate),SI.POV.GINI,48.2
Honduras,HND,Consumer price index (2010 = 100),FP.CPI.TOTL,150.34435782941
Honduras,HND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,88.5074310302734
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,87.1044329251944
Honduras,HND,"Population, total",SP.POP.TOTL,9746115
"Hong Kong SAR, China",HKG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7
"Hong Kong SAR, China",HKG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,363016373358.517
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,48354.473367413
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.81060004234314
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
"Hong Kong SAR, China",HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
"Hong Kong SAR, China",HKG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,99.7785651490529
"Hong Kong SAR, China",HKG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
"Hong Kong SAR, China",HKG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,85.93288155
"Hong Kong SAR, China",HKG,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
"Hong Kong SAR, China",HKG,Gini index (World Bank estimate),SI.POV.GINI,..
"Hong Kong SAR, China",HKG,Consumer price index (2010 = 100),FP.CPI.TOTL,134.647443117819
"Hong Kong SAR, China",HKG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,7149.90476190476
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7507400
Hungary,HUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.5
Hungary,HUN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1062.39416504
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,163526491433.29
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,16735.6597794761
Hungary,HUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.35002232
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.644
